prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-01205,human_response,open_qa,5608,response,329,137,0.134969,0.507599,cff9e6b0c7751edaf71bea7cc5348bfcd04f2a4a998228f6eaf7011561827286
human-01206,human_context,closed_qa,12058,context,403,192,0.0375,0.451613,2edf304df08825816c64d495882ede3ce59a0194c9b92a5999493b887aa4c02e
human-01207,human_response,open_qa,1961,response,136,87,0.0,0.485294,352c459f9e97388d1318f2ce9409eda9ce20751b6d88bdd1065c5d8a485d78d8
human-01208,human_context,closed_qa,7599,context,251,140,0.0,0.442231,14f22563e077e907d3ff97bd18bc17e58104b02ba8da5936092f89772491291d
human-01209,human_response,creative_writing,14538,response,603,237,0.02,0.44942,c588fdad1f2c4173d5a00ff183ed4be9b58bb057885cfd3234057f1b2681990a
human-01210,human_response,general_qa,912,response,185,97,0.010989,0.508108,5a6832fe9e348b41a976075b3b451fb9452a8f15ad826f426ca5b1fc57fdfb2a
human-01211,human_context,closed_qa,13854,context,155,94,0.039474,0.458065,75b65e45e510dce6b30f247abe14c3d69e59301cef3b66ee90af01e561c74273
human-01212,human_response,general_qa,11858,response,257,127,0.023622,0.486381,197eaa9bf81ecbc80802133547aaad9c7071d7f8bd9f0de62c8d47836020e767
human-01213,human_response,open_qa,12247,response,239,148,0.008475,0.426778,52fc4e048ae510b5874e20599bfdbe3c43a373c7e0b5fad5598f670097eb938a
human-01214,human_response,summarization,13282,response,231,115,0.04386,0.493506,22b713ebc23d2b0e1f22f4e5f045ff0ffba8d865d445b96cf9929603643b9c74
human-01215,human_context,information_extraction,3027,context,151,90,0.0,0.496689,2d91dffecea11cc01bcee90eed5099fa77c6cf658a4f5d8d8820857e4a5e7f0c
human-01216,human_context,summarization,12273,context,824,399,0.023143,0.354369,88171197455ae0a3b3c5eead5afe79616e353ae86f91952adf420d2c6b23d0ac
human-01217,human_response,open_qa,9697,response,133,92,0.0,0.451128,26b08273fe7b59bee1d7808fc84eb33a1a33c98fbfd0e3498b32986fe10aa32d
human-01218,human_context,summarization,2012,context,293,173,0.006897,0.419795,2eec7fbe7fc71b8363b136e29fd11da0957cefc0dd1715dbc6ec3cb6f7060c5e
human-01219,human_context,closed_qa,706,context,350,185,0.014409,0.405714,8a39b54079741e2691db866041610bb09944972af570dd73a9ea48d4e834d9d3
human-01220,human_response,open_qa,1184,response,130,82,0.07874,0.469231,136ea82a14d98d63e570ca8d10ab9845ff9a9296ad2f382687c70be9d08232c7
human-01221,human_response,general_qa,6465,response,281,133,0.053957,0.480427,467f356b6fb224559cf2f83f5fe3885ac99e1c1ea97d817e8e38f5b967f8e890
human-01222,human_response,open_qa,14570,response,130,84,0.015748,0.5,00bd594d1b187d666f609bfe169c3f7df32d70f3ccc63ad9a2fb3ca414d6c131
human-01223,human_context,closed_qa,5943,context,237,142,0.008547,0.392405,601a1f6beb57b2a156172d37334382a4844e79530c7d10bcaa3c4f41c0db74c1
human-01224,human_response,creative_writing,5073,response,178,89,0.011429,0.561798,6ce292dbe9308ed8f2c0f26668a34f07849b6ca91b49f03bb59d94c8e5c5df0d
human-01225,human_context,information_extraction,11218,context,375,189,0.02957,0.44,c09cebb83e0ff5a475f991a293fc49f41ac3f5a0fec135f99463b93e6c566a06
human-01226,human_response,open_qa,13289,response,137,72,0.11194,0.613139,6e477e40faafaa8f0b48297b6ec3553144232c9b1d02264e26dccd8dcc382ebb
human-01227,human_context,closed_qa,4766,context,159,93,0.057692,0.515723,ea7a1ddacb1ef8dbe4058f20806017bc2d7f16cb84c3646f183a6e3462e872bd
human-01228,human_response,creative_writing,12612,response,416,203,0.021792,0.418269,8568447f0025503ff48799abe3787b0e88c8383251af4a94ec9c967fb362c0f5
human-01229,human_context,information_extraction,5679,context,658,292,0.033588,0.396657,276c2135a1e04fb685099ec7cd913e08b6d6ca5a12837a0eebeec60090468565
human-01230,human_response,general_qa,6793,response,291,166,0.03125,0.381443,6c203f1ac4d1546ddb1e7621b59bb686a83a77439a3deb99066f6af2dc7130c8
human-01231,human_response,open_qa,4188,response,238,135,0.021277,0.466387,4c69d0a5405baaa503980c7e6da08e86d1f716680caf3c2f54c57632228affda
human-01232,human_response,brainstorming,6283,response,354,183,0.014245,0.423729,4337cf397d00f1ee4c8ccdcb44de414b4ad62400abfedebd7496c4d1b0ded272
human-01233,human_context,information_extraction,14896,context,206,110,0.039409,0.504854,3eb9260c782ae748c5e6744f9b11c800a2d8833ccd2bc280b6f534a0189dbbf0
human-01234,human_context,summarization,13833,context,198,131,0.0,0.409091,42974b72d233bcb7076657578552e32347c59986c6e434065c0fa8da08248409
human-01235,human_context,information_extraction,5285,context,255,136,0.015873,0.447059,00c57850aec00f0e01bbabac6e8af04d04469141e16d329af24990f09938d627
human-01236,human_response,summarization,10543,response,655,264,0.06135,0.459542,27ebe97565d59e3e40a58099eb756bdd4f33e287d7d2db174f1db0e9a35d6687
human-01237,human_context,closed_qa,14630,context,210,143,0.0,0.347619,b2351b475f2130ed16d67e43280bea0d72ce10fdb2b0c002f68d330d2bb37ddd
human-01238,human_context,closed_qa,13894,context,327,157,0.009259,0.431193,b6a9f5593f4801de1909d51a9c5be4a531ceb420a899b5cfa945e0d46b0fcfe5
human-01239,human_context,information_extraction,9398,context,231,144,0.0,0.398268,7c20bcd38dc949513d79667aeb9311fc03a439a8186c1600038733718fa1c4d8
human-01240,human_context,information_extraction,701,context,233,141,0.004348,0.420601,88984986852bfe5ed48d663857b3101d550be02a76d589812fd8cde327f96c94
human-01241,human_response,general_qa,13985,response,175,117,0.0,0.434286,e024d3df73f64d525acadf85ee83c9d5ef793392c7c9f2834001ae68659fc69f
human-01242,human_context,information_extraction,4899,context,409,230,0.014778,0.388753,ce2ca6ea4711e712bc8f92892663aa9e2b0b07f6bb901a7c27e6b7875e4713de
human-01243,human_context,summarization,4037,context,182,116,0.0,0.428571,904fab7e7ae7944ad9279fa43e5564fac9d0d146c0c338b5ee8b8cf5fa33f339
human-01244,human_context,closed_qa,7718,context,253,133,0.072,0.505929,f9b263529665fffce239492c11118b481d41b21c33cc3e5db15fe31bd1f41b6e
human-01245,human_response,creative_writing,13453,response,164,98,0.0,0.45122,e3942eb3af1f8426fd6426b42eba102523428089ab6195a859af6c577628a50b
human-01246,human_context,summarization,4965,context,174,95,0.011696,0.522989,193f3d1ab7749f29296f13fc90441397cfee2fd8b6f946447fa7b7bd7be5d857
human-01247,human_context,summarization,2266,context,617,304,0.030945,0.377634,218106b4e26ef827e4246ba02bf550ecb8cf462c57dfef7b5a45ff22d7bbee1b
human-01248,human_response,open_qa,10684,response,198,62,0.379487,0.772727,da08053a02d9caadd3013d06bcd6a6a755570ec02733a7f3a0a466575ee3872f
human-01249,human_response,general_qa,10509,response,131,90,0.0,0.465649,af0d332bd053d2a000da7e4d66d95d7fd083e7dddd5d14ab2784ceb5e8fa1734
human-01250,human_context,information_extraction,12199,context,265,127,0.038168,0.513208,9b710a9e36654596f43a64ea07ec170aab203f5eca9809bdb07c6ddb961e697f
human-01251,human_response,general_qa,4552,response,160,96,0.0,0.475,c86da6f2fd4fcabf9c58af7359aa03164aa0a5bba156a09151cf64d8a61fa0b0
human-01252,human_context,information_extraction,6563,context,433,232,0.009302,0.406467,f85a84b3f0749d93b8d4ccd0e3d9ca2621a83bac496ffb28679f64d568f250e7
human-01253,human_response,information_extraction,686,response,678,310,0.051852,0.396755,332fa96d9a23cc1c018f7dc7f4383eb2d98a86d96c376820fe7eb59d47eb1787
human-01254,human_response,open_qa,134,response,184,99,0.0,0.559783,22a6582c2abd70c458275d07f4bd834d1bf228d2f7d0a6a1b92468125dfcd160
human-01255,human_context,information_extraction,6860,context,388,218,0.018182,0.42268,25c328408a7ac873c56bb1bad52ab3d6596f3aec247e2ef213b7ea4b81033803
human-01256,human_context,closed_qa,11885,context,338,155,0.056716,0.449704,72470d094b1a8eb70333fad72d3fa1f8a817edcb5f67a23fcef1c643359017f2
human-01257,human_response,creative_writing,8689,response,338,186,0.014925,0.37574,30e53df7f28c20cedf0315b9c5d5537c924f03aaaab3f3149f092b52781cbf1e
human-01258,human_response,creative_writing,2384,response,159,104,0.00641,0.427673,af7f1d7ed7856f9b7844fd015b140ff2456ea082bfe4ebd379d66abc3a3168b1
human-01259,human_response,open_qa,3323,response,185,117,0.0,0.410811,921a1169c1fda18901b3a1ec0b6e1f2d3999661562f2e92c2482256deb01abbc
human-01260,human_context,summarization,9756,context,488,257,0.030928,0.366803,e12bda56cc382d8f1f6f3d943003e0e12778f258bcdb065bd196e86bbb4858be
human-01261,human_context,information_extraction,11270,context,815,410,0.009852,0.352147,b37d0eb7873d4218592efd492625ad5856aad6023c083959a9e187dcb8745ed8
human-01262,human_response,creative_writing,12846,response,143,99,0.0,0.447552,6c887f72b65b001af475938ab8ec9a1589a2ae7d4781316a9c7f326c692d81a5
human-01263,human_response,creative_writing,7498,response,1886,607,0.019118,0.397667,506300464ab50de81a8c9f9b808a2865fca235ba65bafce6a8f4580be90d39eb
human-01264,human_response,information_extraction,8886,response,148,105,0.02069,0.425676,3422e93726bc8c5547224a943e40957245e5a2e6ffcaec8f12d47dab8ac931ae
human-01265,human_context,information_extraction,7138,context,452,204,0.013363,0.469027,7cc6c77e409a0987d453e36b5c235783463a3c4dc39ae72b78f6a5e50b19fe2d
human-01266,human_context,closed_qa,310,context,272,123,0.033457,0.551471,105555404f448d38fc5a58232af0de39a31a42d16a2fe651e5c460b494538816
human-01267,human_context,closed_qa,5136,context,293,177,0.006897,0.334471,9f3aebab1dff58bc0a6c545a9b062ef43b56fb788449098b09c1d3fb8f76ffbe
human-01268,human_response,open_qa,2447,response,244,134,0.016598,0.413934,069d238d66a9eeeba9d2d40deddea112e5c4f2aa4ed02a78b963f2cb68a3b506
human-01269,human_context,summarization,8107,context,199,121,0.0,0.442211,0c291d3833e3a4f188764b0847477204edd509901666f9e38ada61f32c6bb4f2
human-01270,human_response,general_qa,12615,response,701,243,0.055874,0.475036,44b70b159ed0ab0e3c2e4d451419b3d59fa84564762ddc6d6efbbc283312891b
human-01271,human_context,information_extraction,2343,context,822,335,0.053724,0.430657,cd787aa8a1a8bf011aaea5ef03a7fc3a7516000bbe290857e90c4259a8ae0584
human-01272,human_response,closed_qa,13905,response,823,343,0.030488,0.403402,201494f1f57e2f16d43f99232cc62582783b797029fafe160e2819d307d02283
human-01273,human_response,closed_qa,7273,response,130,89,0.0,0.469231,bc73e634553314049d0cd08aba53a34390c072b9743d22bfc857cea4466ac7fa
human-01274,human_context,summarization,5687,context,308,143,0.042623,0.506494,7b42fb9536f064a468c4dc52c736ea60a0a3fa193b191efcd6f859766feca2e1
human-01275,human_context,summarization,12442,context,275,147,0.029412,0.454545,088d496872f6104ef6200c45064e186a006939fc40e26829891140f0b2801d3f
human-01276,human_response,general_qa,14806,response,197,106,0.020619,0.467005,a5002cce2af47599ff613541a2787ee42651bf1ce7914960f6adb6d37f5ce8c0
human-01277,human_response,open_qa,8467,response,128,83,0.0,0.507812,ad44122991fadf0f77244e2cd6b479d03e03b8694b09833d902e983345b8c9d2
human-01278,human_context,closed_qa,13222,context,152,82,0.0,0.559211,24f321490cbbc38a0b530237f7e192c2181433e0bfd006082ed81a441f9640bc
human-01279,human_context,closed_qa,810,context,152,85,0.060403,0.493421,4a04768c4897767f1b3c30c135769792e96503c037d25a6277e3904f0f559662
human-01280,human_context,summarization,12797,context,856,342,0.09027,0.449766,d0683258137edcee5c5fcc250912ec853bf5114a453cb714738b50ab1e97e9ea
human-01281,human_response,information_extraction,5700,response,376,191,0.021448,0.396277,a5fd2dfe055d280ed691c3bd3a4062b71fb1916ebe79e06dd3764ad19ed0a596
human-01282,human_response,general_qa,2229,response,150,102,0.0,0.453333,80effab4db8b70a0c563ed64fca789a93bbb77074d7ac2c1f9a74f81adfd89f6
human-01283,human_response,open_qa,2515,response,173,75,0.1,0.578035,e3300afbee8d98884a665a192fdba57157edd075aac0c7445bc46c474021e4ab
human-01284,human_context,summarization,3687,context,203,118,0.005,0.458128,e40449ced50e1dd7ce867ec4a935fccdd5477714803e18b6c5c9e2ea7a274066
human-01285,human_response,general_qa,6560,response,241,122,0.008403,0.477178,bcfa0ac0bac7cbb64051b1ed5852b6e58615951a9f4258368a262ec4905c531c
human-01286,human_response,brainstorming,6989,response,168,93,0.006061,0.470238,1f55a58ddcc855c6da8077f2f6488a47540314fa7685f4ea30b170e7a899a1a3
human-01287,human_response,creative_writing,421,response,181,118,0.0,0.458564,4e6a6c04d81a0ddc089394e260c5ab28d56cdbf3cfa95cb5f94dc84e3ce6f144
human-01288,human_response,brainstorming,4922,response,206,107,0.024631,0.461165,786c06e0a4bbf9774a39f6562ae1277275c86fdd6cbca707d7b0a74136770649
human-01289,human_response,general_qa,5046,response,176,101,0.0,0.511364,b202184445a330597628eec84c3796658f03baa4e6c53678ecf9a51083131eab
human-01290,human_context,closed_qa,1930,context,273,119,0.092593,0.553114,ec359d637b77b9f0d724e8ca4801732c44fa506a6192fc66f567f886b608fcd9
human-01291,human_context,information_extraction,6951,context,160,100,0.0,0.4875,18f9f3d587256080710c7acf4aa97dcee67544ef3fd800663db0f40d06642bf4
human-01292,human_context,closed_qa,4609,context,261,126,0.100775,0.475096,5dd86fe821ef54ca8bbab403e0a2438cb31dd2ca54b6517e8eebbde9da51abf9
human-01293,human_context,summarization,673,context,1393,460,0.197842,0.419957,1f85365c91b676d5d02a8c252094a437baa3871dcc021cec20977de5e0e98fd9
human-01294,human_response,general_qa,7597,response,229,121,0.004425,0.497817,55388e643a6108219168b1c934c85e5344bf0195d15041b4c703df86de1528a4
human-01295,human_context,information_extraction,7854,context,524,216,0.03263,0.473282,af35814be85b2e4f3ea6bb6d74f42654cedb214ab7c3460c883d04a29b241a2c
human-01296,human_context,information_extraction,8287,context,165,112,0.0,0.430303,7dc1e4aa496ec3d2e066318eebcdc90b4df16f4bf413fe7d34f9873d938c02db
human-01297,human_context,summarization,11846,context,235,152,0.0,0.412766,7eee78bda17654a8d3dc8b4fe77cb16e018381d6ac9e036cb88abd091b1b027c
human-01298,human_context,closed_qa,8651,context,133,87,0.015385,0.466165,f783cbb6032c20670cd9166db416d0506bd068e08b28b054beab52d2d6d9184a
human-01299,human_context,closed_qa,2420,context,491,250,0.022541,0.433809,d99ae8c410793b2733846cb646efe1e87c23d9bd593bda71964184be4924c67e
human-01300,human_response,general_qa,7706,response,130,63,0.015748,0.623077,2dbace87e1e27a47439abf68025a9717f848fffa4501fb4151f10c4b2428080b
human-01301,human_response,brainstorming,4866,response,558,323,0.0,0.34767,88cf891112b1fde84311b02a5b41d3ef31cd76e5945e174d0025dc30799b7590
human-01302,human_response,open_qa,5198,response,171,99,0.0,0.467836,e7974fa84f1f7ce9b8d49de0a4b68bef4c31e92162c78b12fa6c3b92bb0e4685
human-01303,human_response,general_qa,6973,response,169,91,0.0,0.532544,5d08570516479ee0c708f70b25c4fa963e97c1c78e39701daa0fe202953a5b7e
human-01304,human_response,general_qa,3090,response,273,171,0.022222,0.369963,7c5180c687c67e5c0e2d67604f0e4ab1f229fc8236c340290209f6abf79dd719
human-01305,human_response,summarization,2519,response,287,169,0.010563,0.372822,dedd13cf0e1fa384687523b51e98ed380791f7a79b9b23800066535086349a60
human-01306,human_response,creative_writing,4475,response,514,282,0.003914,0.396887,a367f50d212855e18c6093117a0daca00bd3735fac95c5004c2725fa71d84a67
human-01307,human_context,closed_qa,1007,context,224,119,0.004525,0.482143,fd166fec6390fc6f46c6d5e172a37f2d8158e824585683e3b4c7181e69044bbc
human-01308,human_response,closed_qa,13236,response,136,86,0.045113,0.426471,19cf9b99c837b757791b0827bd0467f5e6432083bf0a3c086d623f7e83ad0e0f
human-01309,human_context,summarization,10086,context,169,116,0.012048,0.372781,51494446935ec8970ac17d1847b84143097413b272235fbe4d0d99d3e3844a62
human-01310,human_response,summarization,5836,response,238,138,0.021277,0.382353,9f002e0d063f998b6e3d8ddab20a3a906caba4c82cbdd84a7423e1996af83980
human-01311,human_context,summarization,1186,context,207,119,0.004902,0.434783,bd759dfe349b55458d1fe23bf90ac526f3bd61201956df1807872b15af093b85
human-01312,human_context,information_extraction,9356,context,275,162,0.0,0.421818,90db02941babb4e26055253b62864bd408aaee2c979ed42038ec6dff3c8d1cf2
human-01313,human_context,information_extraction,9231,context,1068,400,0.035681,0.410112,4bfbb1a4cf3db99ccdaf0bbae74e5fd3478c3b4dc6607979196afc7f7bfb6e66
human-01314,human_context,summarization,11839,context,198,118,0.005128,0.419192,cefdafccbfaca1a93a4dd138edcbbb2601385fe0db26002b06daccbf3afc53af
human-01315,human_context,summarization,14879,context,144,83,0.0,0.527778,e71653c42bc385fe58229c435a63af566c38cd068b1405182365e6dbd89e5fa7
human-01316,human_context,information_extraction,13908,context,185,117,0.0,0.437838,c9f446d96d3fbd6bd25f130398a71557508199e27c25849f84b5f9c968b2d248
human-01317,human_context,summarization,6356,context,281,168,0.003597,0.391459,bfba6146fa86a934f9ba70b25584b501f58da25673af0ecc87fb4efa3c3d363d
human-01318,human_context,information_extraction,10204,context,337,140,0.10479,0.519288,770f49ca2df78e7b5fde545af0958391d49bcc68c9d14c159b0e8e62aea2d8eb
human-01319,human_response,creative_writing,2775,response,156,89,0.019608,0.544872,c6cd59b3632d4f7f3ccae052b88149452661402254a7bfa4d1101a0d00dea4a5
human-01320,human_response,brainstorming,8073,response,446,212,0.03386,0.369955,aeac087ee9e671e083e66a19010d2fb999c24fecf63f0bbf7c9e25bf7de33907
human-01321,human_context,closed_qa,8762,context,131,85,0.054688,0.458015,fab4af718e57d84febbba013a9824bc237face6c745dceb242035340c7a35f1d
human-01322,human_context,information_extraction,8246,context,468,230,0.017204,0.386752,0ecf651dcd491f8196a5df8775a87b1f5011c3bb8fb5cf1e18ef95e7624650fd
human-01323,human_context,information_extraction,2369,context,172,108,0.011834,0.436047,0f63bb894b3554b59ced0c52ab32e7219ba3d27d6aa4b67379b46b79f1e0fbee
human-01324,human_response,creative_writing,1848,response,193,117,0.005263,0.445596,6e4b65edacc90e1e0f078719bb53e8ca89f9456a79f4c1403be9dc3d4f77d0fe
human-01325,human_context,information_extraction,10022,context,260,149,0.019455,0.4,d116b2a2748e8f46592946192816848599613440b389d35419ac7cc203f68107
human-01326,human_context,closed_qa,2563,context,184,97,0.049724,0.505435,aca1518398005b5820d145e8244f08b48c7fcafc9926b284dadba6bba5b5d817
human-01327,human_response,creative_writing,8855,response,242,143,0.012552,0.392562,01f9fb7ad8205861628e7c5cd2c863cb3df1adf7bf7e2596951075e558a7ad40
human-01328,human_response,creative_writing,11705,response,214,128,0.0,0.443925,4d8d9de7f8b88d23b64792c7756463d78a3fdef6153d921afe07e84c183788c5
human-01329,human_context,summarization,12882,context,138,86,0.0,0.5,c82aef89780e426f006c8297d9ccb393f910ec6ee70ce527abf7058b6aaf0277
human-01330,human_response,general_qa,11273,response,175,116,0.0,0.405714,307eb086ed8fb8ebfdfa7c0bae88ade9dd04f3258e9529af64114336d9ea2f08
human-01331,human_context,information_extraction,4417,context,280,126,0.00361,0.514286,40b576d3b7e6a4e58d56aa799f37560652c5cc5b1939bc3957f52a83b9a81611
human-01332,human_context,closed_qa,7558,context,157,95,0.032468,0.490446,36bd61360db081614b78973178461b38fd9425c7366f25c7a1bc972089c30ddc
human-01333,human_response,open_qa,3496,response,166,81,0.067485,0.63253,2e3f9d9be576fd4b79693255bf21a32f529c1bd18c6e4583fa0a0f38c7e0416e
human-01334,human_response,general_qa,7926,response,187,106,0.005435,0.486631,574ab21538a8383e3300207b709eb0ee044b1f4e7fc3ca5c9aa95c5b732540d3
human-01335,human_response,closed_qa,903,response,214,124,0.0,0.448598,1d50d319c084d26830d602ab5060f43eae2c6ca1267782f3ca9222fef060889e
human-01336,human_response,open_qa,11902,response,218,118,0.013953,0.477064,355907e88b77421de889f7705e77249a3f3686927ee22dafacc8abe3f087b097
human-01337,human_context,closed_qa,5915,context,172,100,0.035503,0.505814,48e4f0a72ef93613429749334754d96a605f2a7ab9a481238f06770aa66a9540
human-01338,human_context,closed_qa,9448,context,186,118,0.0,0.408602,623daaf92aeb2f515b67671c27c66c4cd14e80c262fc6fe06469d6644edf2873
human-01339,human_response,summarization,11747,response,316,156,0.019169,0.446203,7a2f358c9800bf3ef11e1b764b461c03e1670c999c91fe4e06609ff420bffc9a
human-01340,human_context,information_extraction,2911,context,236,130,0.008584,0.449153,b1d2f3d04e539516b69250648abf725d0fca5acda11b26c82e10302feaa7e371
human-01341,human_context,closed_qa,5029,context,245,135,0.0,0.44898,610a492d8a1d52e0d21e6197426491ddda3aa766ff97fec5377706cabaf28654
human-01342,human_response,brainstorming,3954,response,128,84,0.024,0.5,8e5cbb9a6dd42d8ccc6c5060fdf69747b3f84a22903d93db245f25a4df233280
human-01343,human_context,closed_qa,5284,context,183,94,0.044444,0.546448,82f33c607c0c247af8d822b0d97b366cb67b2d164c4a5dd31c04c9470a396aab
human-01344,human_context,summarization,3260,context,352,170,0.123209,0.474432,3e95dfacad958ef1e5e75fa24528004f09d92e37d8df39a93efc6c91788cf477
human-01345,human_context,information_extraction,11880,context,183,93,0.05,0.540984,454412c6ae0914c7f21b02bdbed3670751dcd8ebde49c71de78656c9a65eddfd
human-01346,human_context,information_extraction,10076,context,1064,444,0.074458,0.361842,34263ac9c78c88a14918afc22f8ea1c5dd9cb6664df3431e960a7bc33a7a9947
human-01347,human_context,closed_qa,14911,context,171,112,0.005952,0.444444,a7ec908705f14727ab6f4026e39adc111e14548a9c7b3118a12d981d54d1ce72
human-01348,human_context,information_extraction,8913,context,175,113,0.0,0.382857,4110165f2399222593dcaa9df5592c06cacbea4dae93ad7a059e190528b82e56
human-01349,human_response,information_extraction,6383,response,128,72,0.056,0.585938,ea4e684f756fce2a6528dcaf5b6105fdc70be066b52c30676dadae9e65337155
human-01350,human_response,open_qa,5493,response,128,73,0.0,0.539062,3fbaeeed1129906b2659e772ac6b9eaf79f740b5155162dfc59a3166768836d8
human-01351,human_context,summarization,5894,context,210,118,0.009662,0.461905,f3440a01bf02d129f5cb42df783b1747ea5abf06cb635d93777f02ee731245e8
human-01352,human_context,information_extraction,13075,context,1081,457,0.044527,0.376503,440c6b430d5982c340dca522c141ec34abebbec244af1b6735e8d2af713fad56
human-01353,human_context,summarization,4270,context,373,209,0.018919,0.359249,a9307aefbe341f730a7f4926e251b57a1b4dc93983ec1e7790d97ea416f02717
human-01354,human_response,open_qa,10966,response,247,136,0.012295,0.477733,b35a7bb075e6331ebfdc644ea91e0becbe5ec04d920af9ae6cd4ab835bae2987
human-01355,human_response,creative_writing,5710,response,627,310,0.001603,0.344498,1e264335d61ddc8ca3bc4cb665b7cd23279260cf4ed1da092759e656964ac5d9
human-01356,human_context,closed_qa,3584,context,321,133,0.103774,0.514019,795dd96b331bf7c1c828bbae46cdd5972fcf1c719dee2511d7e72af2e68fd89f
human-01357,human_context,information_extraction,2061,context,431,199,0.002336,0.433875,1e8be87a3da7a91f7a5673dd38ac971326438cf84848954286f345ffd933644b
human-01358,human_context,closed_qa,7321,context,272,138,0.055762,0.496324,1649e0a5597d3a1d003dfd37c728994ac6fa3cb5b24ad9d40b27012bd5a6e8c0
human-01359,human_context,information_extraction,6569,context,258,139,0.0,0.468992,fed5c7fcb9b15603ae8f64bd3af6174c9ec39cf4c962852a3d756272ab4f3f62
human-01360,human_context,information_extraction,8597,context,140,55,0.065693,0.707143,1bd442d9dd02f3acddb01d6a0a7d13943ed66f91e1dcaa805356c8684c855ac7
human-01361,human_context,closed_qa,12702,context,162,97,0.006289,0.469136,cfef6e0dadaf2faee63f4946b726ca587f25f44d4d5defe9c589ca3cf3d07c10
human-01362,human_response,general_qa,14830,response,264,154,0.0,0.386364,ccb4605f9ec5cdefe091233d7b3accadec5083d75c5cb198a256823a3340efb1
human-01363,human_context,closed_qa,13312,context,1177,483,0.079216,0.394223,1ea35b2aa6f8b26544ebe02d0c18ea233ea26c2ffc20bb7ae3759976ee11e249
human-01364,human_response,summarization,3646,response,217,122,0.0,0.497696,611e1d30aea94b1f78ac350c3eadb31882e82b8f3f865e48183ce9863a40c183
human-01365,human_context,summarization,1967,context,222,133,0.0,0.427928,f015b51749102d6b9db84eab61551b6b616c66e6a465216e368c83de01a613ed
human-01366,human_response,information_extraction,13835,response,276,143,0.054945,0.452899,40799cd52a77067b1de2abd88d82ab2cd76d8714438fa3912cb30ea31239c211
human-01367,human_context,summarization,2254,context,559,256,0.048561,0.431127,51879571a216987f7c467b68b307fcfffd33e77b3e46c895082bbaeae5683963
human-01368,human_context,summarization,4296,context,142,91,0.0,0.5,e89ca973ea88e0c42c9f5b1581190f40aa66925aae341a3745a02361190c331f
human-01369,human_context,information_extraction,851,context,522,245,0.015414,0.463602,f616ec021c1da4b6400bb658717b8b6aa32434d13db046b849798557adf21aeb
human-01370,human_context,closed_qa,6783,context,267,125,0.045455,0.516854,80c2c2bccd996c2b53d84e5f606c89f7f2c4c850eae221356521dd523f3e1cba
human-01371,human_response,summarization,6880,response,132,105,0.0,0.356061,c8ece73a62449f6553a8939d099c58b557b987056daa0c4cd4bf0a00ba82858c
human-01372,human_context,information_extraction,2661,context,135,71,0.045455,0.555556,8e12c49ebd4d544175d2182623e951410bce3ecbfa08f619eab08414dd519d05
human-01373,human_context,closed_qa,7516,context,143,79,0.057143,0.566434,4a5bf1fa07576820c4b7ec51370cc2ee9a7a3acbb828225de805d18c2bdba6a7
human-01374,human_context,closed_qa,2660,context,374,162,0.086253,0.513369,5a423dd647d1e5251fbd5483f37d4ad0fb5670531fc33a20d38e67d7a4d2716b
human-01375,human_context,closed_qa,10481,context,224,119,0.013575,0.491071,403abdefd94b0d2726d1f6010b98325fde0220f1720c0e78d5cb839478f85ea9
human-01376,human_response,creative_writing,3784,response,185,124,0.0,0.410811,0598096d27412c9dd2367a418c28be37a93fdb47dc4b9cf12037d771b8c6b5de
human-01377,human_response,brainstorming,13100,response,132,85,0.0,0.507576,db4f02e40cbbcc38c88bdb6def6a986cf7f8f8eb92a4078862012e9ce96b8652
human-01378,human_context,summarization,13597,context,260,113,0.050584,0.530769,25ad16ce4c2d863a78acdb94b17d682ba2d704068ed8204f51b1faa35e53588d
human-01379,human_response,general_qa,9995,response,140,77,0.007299,0.564286,f11b8d5b07e3f6c2dfa408d4dba138e7efddd96788e7e507596e2bd63f670a7e
human-01380,human_response,information_extraction,11264,response,222,135,0.009132,0.432432,6e22acfbc7115d8bdf50679558ce6ad8f2dc4fb26f471a53138e13d28b97c8fc
human-01381,human_response,classification,11193,response,211,129,0.009615,0.445498,9bb10323e593ede95cf8cbd06f4e6668c8d80714b5f6dd993b9651fc82d06b7d
human-01382,human_context,closed_qa,7747,context,203,114,0.06,0.448276,e3e700eb902b28b193abc40efbe95b348ad0c332497e55c369c0d688c9f05dea
human-01383,human_context,information_extraction,14589,context,213,135,0.009524,0.399061,9205f01effa4564e9bb6493e1f5974a257d888575a10d8d957e9152a34dda76a
human-01384,human_response,open_qa,14158,response,149,66,0.123288,0.637584,23c1b4c156ae61f004c02fd9ae6f72fd70f6380aa2751962e7370ef7604866ad
human-01385,human_response,general_qa,4432,response,133,81,0.030769,0.533835,fab7bad701e7e5cf7117649fbe6f777663a95341b7e55f3612fac1e775da673c
human-01386,human_context,closed_qa,2806,context,334,143,0.042296,0.511976,a26cd48155a52805cc1e143e8c510813970bd85e06539cac98d0194cfb11e118
human-01387,human_response,summarization,7144,response,129,97,0.0,0.403101,516085d803bb67dc66b8ee4626c2667d367c6fde8d856cadd045bfb22f69f3ac
human-01388,human_response,summarization,4478,response,129,86,0.055556,0.48062,c689d20ffc441301ded1693772b3a3b4f0369e0cd24b9a42f4e84044cc14f9cd
